"Var1","Var2","Freq"
"Edward Gajec Papers","territory",0
"Eleanor M. Bumgardner papers, 1919-1967","territory",0
"Ethnic and Cultural Communities of Michigan Web Archive, 2010-2014","territory",0
"Eugene Gressman papers, 1935-1967","territory",0
"Frank Murphy Papers, 1908-1949","territory",0
"Frank R. Kennedy Papers","territory",0
"Fred E. Benz motion picture collection, 1929-1950","territory",0
"George A. Malcolm papers, 1896-1965","territory",0
"George E. Bushnell papers, 1921-1965","territory",0
"George Owen Squier Papers, 1883-1934","territory",0
"Grant Kohn Goodman papers, 1943-1995","territory",0
"Harry Burns Hutchins papers","territory",0
"Harry H. Bandholtz Papers, 1890-1937 (Microfilm Edition)","territory",0
"Hinsdale family papers, 1857-1963","territory",0
"Hubbell Family Papers, 1859-1983","territory",0
"Interlochen Center for The Arts Records, 1927-2005","territory",0
"Irene Ellis Murphy papers, 1917-1984","territory",0
"Ivan F. Duff papers, 1947-1994","territory",0
"Jacob Ellsworth Reighard Papers","territory",0
"James J. Blanchard Papers, 1982-2002","territory",0
"John A. Bobb Camp No. 45 (United Spanish War Veterans) records, 1919-1954","territory",0
"John C. Early Papers","territory",0
"John D. Dingell Papers","territory",0
"Joseph Beal Steere Papers","territory",0
"Joseph Ralston Hayden Papers","territory",0
"Joseph Ralston Hayden Papers, 1899-1945 [microfilm]","territory",0
"Josephine Fellows Gomon papers, 1913-1975","territory",0
"Junius E. Beal Papers","territory",0
"Luce Philippine Project interviews, 1975-1980","territory",0
"Manuel Luis Quezon papers, 1909-1944","territory",0
"Marion L. Burton Papers","territory",0
"Media Resources Center (University of Michigan) Films and Videotapes, 1930s and 1948-1987","territory",0
"Museum of Anthropological Archaeology (University of Michigan) Records, 1894-2011","territory",0
"Myron E. Wegman Papers, 1939-2004","territory",0
"Netzorg Family Papers, late 1880s-2012","territory",0
"News and Information Services (University of Michigan) records, 1900-[ongoing]","territory",0
"Owen A. Tomlinson papers, 1899-1920","territory",0
"Philip A. Hart Papers","territory",0
"Richard Nims papers, 1880s-1990s","territory",1
"Richard Schneidewind papers, 1899-1914","territory",0
"Robert D. Aldrich Collection","territory",0
"Sligh Family Papers","territory",0
"Stanley M. Swinton papers, 1935-1985","territory",0
"the Albert Kahn Associates records, 1825-2014","territory",0
"the Barbara Bassett McIver papers","territory",0
"the Edward Nicholas and Dollie Ann Cole papers","territory",0
"the Grant Kohn Goodman research files","territory",0
"the Harold Dunbar Corbusier papers, 1883-1979","territory",0
"Theodore H. Hubbell Papers","territory",0
"Thomas Francis Papers","territory",0
"University Herbarium (University of Michigan) Records, 1744-1745, 1851-1981, and 2001-2014","territory",0
"Walker Lee Cisler Papers","territory",0
"Walter W. Marquardt Papers, 1896-1952","territory",0
"Wilfred B. Shaw Papers","territory",0
"Wright family papers, 1825-1938","territory",0
"WUOM Records, 1914-1982","territory",0
"American Citizens for Justice records","Territory",0
"Arthur H. Vandenberg Papers, 1884-1974","Territory",0
"Arthur J. Lacy Papers","Territory",0
"Blanchard Family Papers, ca. 1835-ca. 2000","Territory",0
"Charles A. Sink Papers, 1900-1996","Territory",0
"Charles W. Lane papers, 1935-1997","Territory",0
"Chase S. Osborn Papers","Territory",0
"David Wheeler Palmer and family papers, 1807-1982","Territory",0
"Dean C. Worcester Papers","Territory",0
"Department of Afroamerican and African Studies (University of Michigan) records, 1966-2010 (bulk 1970-1994)","Territory",0
"Department of History (University of Michigan) Senior Honors Theses","Territory",0
"Dept. of History (University of Michigan) Student Papers, 1930-1987","Territory",0
"Donald Maxwell Matthews photographs, 1924-1982","Territory",0
"Earl D. Babst papers, 1899-1967","Territory",0
"Edmond DeVine papers","Territory",0
"Edward Gajec Papers","Territory",0
"Eleanor M. Bumgardner papers, 1919-1967","Territory",0
"Ethnic and Cultural Communities of Michigan Web Archive, 2010-2014","Territory",0
"Eugene Gressman papers, 1935-1967","Territory",0
"Frank Murphy Papers, 1908-1949","Territory",0
"Frank R. Kennedy Papers","Territory",0
"Fred E. Benz motion picture collection, 1929-1950","Territory",0
"George A. Malcolm papers, 1896-1965","Territory",0
"George E. Bushnell papers, 1921-1965","Territory",0
"George Owen Squier Papers, 1883-1934","Territory",0
"Grant Kohn Goodman papers, 1943-1995","Territory",0
"Harry Burns Hutchins papers","Territory",0
"Harry H. Bandholtz Papers, 1890-1937 (Microfilm Edition)","Territory",0
"Hinsdale family papers, 1857-1963","Territory",0
"Hubbell Family Papers, 1859-1983","Territory",0
"Interlochen Center for The Arts Records, 1927-2005","Territory",0
"Irene Ellis Murphy papers, 1917-1984","Territory",0
"Ivan F. Duff papers, 1947-1994","Territory",0
"Jacob Ellsworth Reighard Papers","Territory",0
"James J. Blanchard Papers, 1982-2002","Territory",0
"John A. Bobb Camp No. 45 (United Spanish War Veterans) records, 1919-1954","Territory",0
"John C. Early Papers","Territory",0
"John D. Dingell Papers","Territory",0
"Joseph Beal Steere Papers","Territory",0
"Joseph Ralston Hayden Papers","Territory",0
"Joseph Ralston Hayden Papers, 1899-1945 [microfilm]","Territory",0
"Josephine Fellows Gomon papers, 1913-1975","Territory",0
"Junius E. Beal Papers","Territory",0
"Luce Philippine Project interviews, 1975-1980","Territory",0
"Manuel Luis Quezon papers, 1909-1944","Territory",0
"Marion L. Burton Papers","Territory",0
"Media Resources Center (University of Michigan) Films and Videotapes, 1930s and 1948-1987","Territory",0
"Museum of Anthropological Archaeology (University of Michigan) Records, 1894-2011","Territory",0
"Myron E. Wegman Papers, 1939-2004","Territory",0
"Netzorg Family Papers, late 1880s-2012","Territory",0
"News and Information Services (University of Michigan) records, 1900-[ongoing]","Territory",0
"Owen A. Tomlinson papers, 1899-1920","Territory",0
"Philip A. Hart Papers","Territory",0
"Richard Nims papers, 1880s-1990s","Territory",0
"Richard Schneidewind papers, 1899-1914","Territory",0
"Robert D. Aldrich Collection","Territory",0
"Sligh Family Papers","Territory",0
"Stanley M. Swinton papers, 1935-1985","Territory",0
"the Albert Kahn Associates records, 1825-2014","Territory",0
"the Barbara Bassett McIver papers","Territory",0
"the Edward Nicholas and Dollie Ann Cole papers","Territory",0
"the Grant Kohn Goodman research files","Territory",0
"the Harold Dunbar Corbusier papers, 1883-1979","Territory",1
"Theodore H. Hubbell Papers","Territory",0
"Thomas Francis Papers","Territory",0
"University Herbarium (University of Michigan) Records, 1744-1745, 1851-1981, and 2001-2014","Territory",0
"Walker Lee Cisler Papers","Territory",0
"Walter W. Marquardt Papers, 1896-1952","Territory",0
"Wilfred B. Shaw Papers","Territory",0
"Wright family papers, 1825-1938","Territory",0
"WUOM Records, 1914-1982","Territory",0
"American Citizens for Justice records","Tribe",0
"Arthur H. Vandenberg Papers, 1884-1974","Tribe",0
"Arthur J. Lacy Papers","Tribe",0
"Blanchard Family Papers, ca. 1835-ca. 2000","Tribe",0
"Charles A. Sink Papers, 1900-1996","Tribe",0
"Charles W. Lane papers, 1935-1997","Tribe",0
"Chase S. Osborn Papers","Tribe",0
"David Wheeler Palmer and family papers, 1807-1982","Tribe",0
"Dean C. Worcester Papers","Tribe",0
"Department of Afroamerican and African Studies (University of Michigan) records, 1966-2010 (bulk 1970-1994)","Tribe",0
"Department of History (University of Michigan) Senior Honors Theses","Tribe",0
"Dept. of History (University of Michigan) Student Papers, 1930-1987","Tribe",0
"Donald Maxwell Matthews photographs, 1924-1982","Tribe",0
"Earl D. Babst papers, 1899-1967","Tribe",0
"Edmond DeVine papers","Tribe",0
"Edward Gajec Papers","Tribe",0
"Eleanor M. Bumgardner papers, 1919-1967","Tribe",0
"Ethnic and Cultural Communities of Michigan Web Archive, 2010-2014","Tribe",2
"Eugene Gressman papers, 1935-1967","Tribe",0
"Frank Murphy Papers, 1908-1949","Tribe",0
"Frank R. Kennedy Papers","Tribe",0
"Fred E. Benz motion picture collection, 1929-1950","Tribe",0
"George A. Malcolm papers, 1896-1965","Tribe",0
"George E. Bushnell papers, 1921-1965","Tribe",0
"George Owen Squier Papers, 1883-1934","Tribe",0
"Grant Kohn Goodman papers, 1943-1995","Tribe",0
"Harry Burns Hutchins papers","Tribe",0
"Harry H. Bandholtz Papers, 1890-1937 (Microfilm Edition)","Tribe",0
"Hinsdale family papers, 1857-1963","Tribe",0
"Hubbell Family Papers, 1859-1983","Tribe",0
"Interlochen Center for The Arts Records, 1927-2005","Tribe",0
"Irene Ellis Murphy papers, 1917-1984","Tribe",0
"Ivan F. Duff papers, 1947-1994","Tribe",0
"Jacob Ellsworth Reighard Papers","Tribe",0
"James J. Blanchard Papers, 1982-2002","Tribe",0
"John A. Bobb Camp No. 45 (United Spanish War Veterans) records, 1919-1954","Tribe",0
"John C. Early Papers","Tribe",0
"John D. Dingell Papers","Tribe",0
"Joseph Beal Steere Papers","Tribe",0
"Joseph Ralston Hayden Papers","Tribe",0
"Joseph Ralston Hayden Papers, 1899-1945 [microfilm]","Tribe",0
"Josephine Fellows Gomon papers, 1913-1975","Tribe",0
"Junius E. Beal Papers","Tribe",0
"Luce Philippine Project interviews, 1975-1980","Tribe",0
"Manuel Luis Quezon papers, 1909-1944","Tribe",0
"Marion L. Burton Papers","Tribe",0
"Media Resources Center (University of Michigan) Films and Videotapes, 1930s and 1948-1987","Tribe",0
"Museum of Anthropological Archaeology (University of Michigan) Records, 1894-2011","Tribe",0
"Myron E. Wegman Papers, 1939-2004","Tribe",0
"Netzorg Family Papers, late 1880s-2012","Tribe",0
"News and Information Services (University of Michigan) records, 1900-[ongoing]","Tribe",0
"Owen A. Tomlinson papers, 1899-1920","Tribe",0
"Philip A. Hart Papers","Tribe",0
"Richard Nims papers, 1880s-1990s","Tribe",0
"Richard Schneidewind papers, 1899-1914","Tribe",0
"Robert D. Aldrich Collection","Tribe",0
"Sligh Family Papers","Tribe",0
"Stanley M. Swinton papers, 1935-1985","Tribe",0
"the Albert Kahn Associates records, 1825-2014","Tribe",0
"the Barbara Bassett McIver papers","Tribe",0
"the Edward Nicholas and Dollie Ann Cole papers","Tribe",0
"the Grant Kohn Goodman research files","Tribe",0
"the Harold Dunbar Corbusier papers, 1883-1979","Tribe",0
"Theodore H. Hubbell Papers","Tribe",0
"Thomas Francis Papers","Tribe",0
"University Herbarium (University of Michigan) Records, 1744-1745, 1851-1981, and 2001-2014","Tribe",0
"Walker Lee Cisler Papers","Tribe",0
"Walter W. Marquardt Papers, 1896-1952","Tribe",0
"Wilfred B. Shaw Papers","Tribe",0
"Wright family papers, 1825-1938","Tribe",0
"WUOM Records, 1914-1982","Tribe",0
"American Citizens for Justice records","tribes",0
"Arthur H. Vandenberg Papers, 1884-1974","tribes",0
"Arthur J. Lacy Papers","tribes",0
"Blanchard Family Papers, ca. 1835-ca. 2000","tribes",0
"Charles A. Sink Papers, 1900-1996","tribes",0
"Charles W. Lane papers, 1935-1997","tribes",0
"Chase S. Osborn Papers","tribes",0
"David Wheeler Palmer and family papers, 1807-1982","tribes",0
"Dean C. Worcester Papers","tribes",0
"Department of Afroamerican and African Studies (University of Michigan) records, 1966-2010 (bulk 1970-1994)","tribes",0
"Department of History (University of Michigan) Senior Honors Theses","tribes",0
"Dept. of History (University of Michigan) Student Papers, 1930-1987","tribes",0
"Donald Maxwell Matthews photographs, 1924-1982","tribes",0
"Earl D. Babst papers, 1899-1967","tribes",0
"Edmond DeVine papers","tribes",0
"Edward Gajec Papers","tribes",0
"Eleanor M. Bumgardner papers, 1919-1967","tribes",0
"Ethnic and Cultural Communities of Michigan Web Archive, 2010-2014","tribes",0
"Eugene Gressman papers, 1935-1967","tribes",0
"Frank Murphy Papers, 1908-1949","tribes",0
"Frank R. Kennedy Papers","tribes",0
"Fred E. Benz motion picture collection, 1929-1950","tribes",0
"George A. Malcolm papers, 1896-1965","tribes",0
"George E. Bushnell papers, 1921-1965","tribes",0
"George Owen Squier Papers, 1883-1934","tribes",0
"Grant Kohn Goodman papers, 1943-1995","tribes",0
"Harry Burns Hutchins papers","tribes",0
"Harry H. Bandholtz Papers, 1890-1937 (Microfilm Edition)","tribes",0
"Hinsdale family papers, 1857-1963","tribes",0
"Hubbell Family Papers, 1859-1983","tribes",0
"Interlochen Center for The Arts Records, 1927-2005","tribes",0
"Irene Ellis Murphy papers, 1917-1984","tribes",0
"Ivan F. Duff papers, 1947-1994","tribes",0
"Jacob Ellsworth Reighard Papers","tribes",0
"James J. Blanchard Papers, 1982-2002","tribes",0
"John A. Bobb Camp No. 45 (United Spanish War Veterans) records, 1919-1954","tribes",0
"John C. Early Papers","tribes",0
"John D. Dingell Papers","tribes",0
"Joseph Beal Steere Papers","tribes",1
"Joseph Ralston Hayden Papers","tribes",0
"Joseph Ralston Hayden Papers, 1899-1945 [microfilm]","tribes",0
"Josephine Fellows Gomon papers, 1913-1975","tribes",0
"Junius E. Beal Papers","tribes",0
"Luce Philippine Project interviews, 1975-1980","tribes",0
"Manuel Luis Quezon papers, 1909-1944","tribes",0
"Marion L. Burton Papers","tribes",0
"Media Resources Center (University of Michigan) Films and Videotapes, 1930s and 1948-1987","tribes",0
"Museum of Anthropological Archaeology (University of Michigan) Records, 1894-2011","tribes",0
"Myron E. Wegman Papers, 1939-2004","tribes",0
"Netzorg Family Papers, late 1880s-2012","tribes",0
"News and Information Services (University of Michigan) records, 1900-[ongoing]","tribes",0
"Owen A. Tomlinson papers, 1899-1920","tribes",0
"Philip A. Hart Papers","tribes",0
"Richard Nims papers, 1880s-1990s","tribes",0
"Richard Schneidewind papers, 1899-1914","tribes",0
"Robert D. Aldrich Collection","tribes",0
"Sligh Family Papers","tribes",0
"Stanley M. Swinton papers, 1935-1985","tribes",0
"the Albert Kahn Associates records, 1825-2014","tribes",0
"the Barbara Bassett McIver papers","tribes",0
"the Edward Nicholas and Dollie Ann Cole papers","tribes",0
"the Grant Kohn Goodman research files","tribes",0
"the Harold Dunbar Corbusier papers, 1883-1979","tribes",0
"Theodore H. Hubbell Papers","tribes",0
"Thomas Francis Papers","tribes",0
"University Herbarium (University of Michigan) Records, 1744-1745, 1851-1981, and 2001-2014","tribes",0
"Walker Lee Cisler Papers","tribes",0
"Walter W. Marquardt Papers, 1896-1952","tribes",1
"Wilfred B. Shaw Papers","tribes",0
"Wright family papers, 1825-1938","tribes",0
"WUOM Records, 1914-1982","tribes",0
"American Citizens for Justice records","type",0
"Arthur H. Vandenberg Papers, 1884-1974","type",0
"Arthur J. Lacy Papers","type",0
"Blanchard Family Papers, ca. 1835-ca. 2000","type",0
"Charles A. Sink Papers, 1900-1996","type",0
"Charles W. Lane papers, 1935-1997","type",0
"Chase S. Osborn Papers","type",0
"David Wheeler Palmer and family papers, 1807-1982","type",0
"Dean C. Worcester Papers","type",0
"Department of Afroamerican and African Studies (University of Michigan) records, 1966-2010 (bulk 1970-1994)","type",0
"Department of History (University of Michigan) Senior Honors Theses","type",0
"Dept. of History (University of Michigan) Student Papers, 1930-1987","type",1
"Donald Maxwell Matthews photographs, 1924-1982","type",0
"Earl D. Babst papers, 1899-1967","type",0
"Edmond DeVine papers","type",0
"Edward Gajec Papers","type",0
"Eleanor M. Bumgardner papers, 1919-1967","type",0
"Ethnic and Cultural Communities of Michigan Web Archive, 2010-2014","type",0
"Eugene Gressman papers, 1935-1967","type",0
"Frank Murphy Papers, 1908-1949","type",0
"Frank R. Kennedy Papers","type",0
"Fred E. Benz motion picture collection, 1929-1950","type",1
"George A. Malcolm papers, 1896-1965","type",0
"George E. Bushnell papers, 1921-1965","type",0
"George Owen Squier Papers, 1883-1934","type",0
"Grant Kohn Goodman papers, 1943-1995","type",0
"Harry Burns Hutchins papers","type",0
"Harry H. Bandholtz Papers, 1890-1937 (Microfilm Edition)","type",0
"Hinsdale family papers, 1857-1963","type",0
"Hubbell Family Papers, 1859-1983","type",0
"Interlochen Center for The Arts Records, 1927-2005","type",0
"Irene Ellis Murphy papers, 1917-1984","type",0
"Ivan F. Duff papers, 1947-1994","type",0
"Jacob Ellsworth Reighard Papers","type",0
"James J. Blanchard Papers, 1982-2002","type",0
"John A. Bobb Camp No. 45 (United Spanish War Veterans) records, 1919-1954","type",0
"John C. Early Papers","type",0
"John D. Dingell Papers","type",0
"Joseph Beal Steere Papers","type",0
"Joseph Ralston Hayden Papers","type",0
"Joseph Ralston Hayden Papers, 1899-1945 [microfilm]","type",0
"Josephine Fellows Gomon papers, 1913-1975","type",0
"Junius E. Beal Papers","type",0
"Luce Philippine Project interviews, 1975-1980","type",0
"Manuel Luis Quezon papers, 1909-1944","type",0
"Marion L. Burton Papers","type",0
"Media Resources Center (University of Michigan) Films and Videotapes, 1930s and 1948-1987","type",1
"Museum of Anthropological Archaeology (University of Michigan) Records, 1894-2011","type",0
"Myron E. Wegman Papers, 1939-2004","type",0
"Netzorg Family Papers, late 1880s-2012","type",0
"News and Information Services (University of Michigan) records, 1900-[ongoing]","type",0
"Owen A. Tomlinson papers, 1899-1920","type",0
"Philip A. Hart Papers","type",0
"Richard Nims papers, 1880s-1990s","type",0
"Richard Schneidewind papers, 1899-1914","type",0
"Robert D. Aldrich Collection","type",0
"Sligh Family Papers","type",0
"Stanley M. Swinton papers, 1935-1985","type",0
"the Albert Kahn Associates records, 1825-2014","type",0
"the Barbara Bassett McIver papers","type",0
"the Edward Nicholas and Dollie Ann Cole papers","type",0
"the Grant Kohn Goodman research files","type",0
"the Harold Dunbar Corbusier papers, 1883-1979","type",0
"Theodore H. Hubbell Papers","type",0
"Thomas Francis Papers","type",0
"University Herbarium (University of Michigan) Records, 1744-1745, 1851-1981, and 2001-2014","type",0
"Walker Lee Cisler Papers","type",0
"Walter W. Marquardt Papers, 1896-1952","type",0
"Wilfred B. Shaw Papers","type",0
"Wright family papers, 1825-1938","type",0
"WUOM Records, 1914-1982","type",0
"American Citizens for Justice records","Type",0
"Arthur H. Vandenberg Papers, 1884-1974","Type",0
"Arthur J. Lacy Papers","Type",0
"Blanchard Family Papers, ca. 1835-ca. 2000","Type",0
"Charles A. Sink Papers, 1900-1996","Type",0
"Charles W. Lane papers, 1935-1997","Type",0
"Chase S. Osborn Papers","Type",0
"David Wheeler Palmer and family papers, 1807-1982","Type",0
"Dean C. Worcester Papers","Type",0
"Department of Afroamerican and African Studies (University of Michigan) records, 1966-2010 (bulk 1970-1994)","Type",0
"Department of History (University of Michigan) Senior Honors Theses","Type",0
"Dept. of History (University of Michigan) Student Papers, 1930-1987","Type",0
"Donald Maxwell Matthews photographs, 1924-1982","Type",0
"Earl D. Babst papers, 1899-1967","Type",0
"Edmond DeVine papers","Type",0
"Edward Gajec Papers","Type",0
"Eleanor M. Bumgardner papers, 1919-1967","Type",0
"Ethnic and Cultural Communities of Michigan Web Archive, 2010-2014","Type",0
"Eugene Gressman papers, 1935-1967","Type",0
"Frank Murphy Papers, 1908-1949","Type",0
"Frank R. Kennedy Papers","Type",0
"Fred E. Benz motion picture collection, 1929-1950","Type",0
"George A. Malcolm papers, 1896-1965","Type",0
"George E. Bushnell papers, 1921-1965","Type",0
"George Owen Squier Papers, 1883-1934","Type",0
"Grant Kohn Goodman papers, 1943-1995","Type",0
"Harry Burns Hutchins papers","Type",0
"Harry H. Bandholtz Papers, 1890-1937 (Microfilm Edition)","Type",0
"Hinsdale family papers, 1857-1963","Type",0
"Hubbell Family Papers, 1859-1983","Type",0
"Interlochen Center for The Arts Records, 1927-2005","Type",0
"Irene Ellis Murphy papers, 1917-1984","Type",0
"Ivan F. Duff papers, 1947-1994","Type",0
"Jacob Ellsworth Reighard Papers","Type",0
"James J. Blanchard Papers, 1982-2002","Type",0
"John A. Bobb Camp No. 45 (United Spanish War Veterans) records, 1919-1954","Type",0
"John C. Early Papers","Type",0
"John D. Dingell Papers","Type",0
"Joseph Beal Steere Papers","Type",0
"Joseph Ralston Hayden Papers","Type",0
"Joseph Ralston Hayden Papers, 1899-1945 [microfilm]","Type",0
"Josephine Fellows Gomon papers, 1913-1975","Type",0
"Junius E. Beal Papers","Type",0
"Luce Philippine Project interviews, 1975-1980","Type",0
"Manuel Luis Quezon papers, 1909-1944","Type",0
"Marion L. Burton Papers","Type",0
"Media Resources Center (University of Michigan) Films and Videotapes, 1930s and 1948-1987","Type",0
"Museum of Anthropological Archaeology (University of Michigan) Records, 1894-2011","Type",0
"Myron E. Wegman Papers, 1939-2004","Type",0
"Netzorg Family Papers, late 1880s-2012","Type",0
"News and Information Services (University of Michigan) records, 1900-[ongoing]","Type",0
"Owen A. Tomlinson papers, 1899-1920","Type",0
"Philip A. Hart Papers","Type",0
"Richard Nims papers, 1880s-1990s","Type",0
"Richard Schneidewind papers, 1899-1914","Type",0
"Robert D. Aldrich Collection","Type",0
"Sligh Family Papers","Type",0
"Stanley M. Swinton papers, 1935-1985","Type",0
"the Albert Kahn Associates records, 1825-2014","Type",0
"the Barbara Bassett McIver papers","Type",0
"the Edward Nicholas and Dollie Ann Cole papers","Type",0
"the Grant Kohn Goodman research files","Type",0
"the Harold Dunbar Corbusier papers, 1883-1979","Type",0
"Theodore H. Hubbell Papers","Type",0
"Thomas Francis Papers","Type",1
"University Herbarium (University of Michigan) Records, 1744-1745, 1851-1981, and 2001-2014","Type",0
"Walker Lee Cisler Papers","Type",0
"Walter W. Marquardt Papers, 1896-1952","Type",0
"Wilfred B. Shaw Papers","Type",0
"Wright family papers, 1825-1938","Type",0
"WUOM Records, 1914-1982","Type",0
"American Citizens for Justice records","types",0
"Arthur H. Vandenberg Papers, 1884-1974","types",0
"Arthur J. Lacy Papers","types",0
"Blanchard Family Papers, ca. 1835-ca. 2000","types",0
"Charles A. Sink Papers, 1900-1996","types",0
"Charles W. Lane papers, 1935-1997","types",1
"Chase S. Osborn Papers","types",0
"David Wheeler Palmer and family papers, 1807-1982","types",0
"Dean C. Worcester Papers","types",0
"Department of Afroamerican and African Studies (University of Michigan) records, 1966-2010 (bulk 1970-1994)","types",0
"Department of History (University of Michigan) Senior Honors Theses","types",0
"Dept. of History (University of Michigan) Student Papers, 1930-1987","types",0
"Donald Maxwell Matthews photographs, 1924-1982","types",0
"Earl D. Babst papers, 1899-1967","types",0
"Edmond DeVine papers","types",0
"Edward Gajec Papers","types",0
"Eleanor M. Bumgardner papers, 1919-1967","types",0
"Ethnic and Cultural Communities of Michigan Web Archive, 2010-2014","types",0
"Eugene Gressman papers, 1935-1967","types",0
"Frank Murphy Papers, 1908-1949","types",0
"Frank R. Kennedy Papers","types",0
"Fred E. Benz motion picture collection, 1929-1950","types",0
"George A. Malcolm papers, 1896-1965","types",0
"George E. Bushnell papers, 1921-1965","types",0
"George Owen Squier Papers, 1883-1934","types",0
"Grant Kohn Goodman papers, 1943-1995","types",0
"Harry Burns Hutchins papers","types",0
"Harry H. Bandholtz Papers, 1890-1937 (Microfilm Edition)","types",0
"Hinsdale family papers, 1857-1963","types",0
"Hubbell Family Papers, 1859-1983","types",0
"Interlochen Center for The Arts Records, 1927-2005","types",0
"Irene Ellis Murphy papers, 1917-1984","types",0
"Ivan F. Duff papers, 1947-1994","types",0
"Jacob Ellsworth Reighard Papers","types",0
"James J. Blanchard Papers, 1982-2002","types",0
"John A. Bobb Camp No. 45 (United Spanish War Veterans) records, 1919-1954","types",0
"John C. Early Papers","types",0
"John D. Dingell Papers","types",0
"Joseph Beal Steere Papers","types",0
"Joseph Ralston Hayden Papers","types",0
"Joseph Ralston Hayden Papers, 1899-1945 [microfilm]","types",0
"Josephine Fellows Gomon papers, 1913-1975","types",0
"Junius E. Beal Papers","types",0
"Luce Philippine Project interviews, 1975-1980","types",0
"Manuel Luis Quezon papers, 1909-1944","types",0
"Marion L. Burton Papers","types",0
"Media Resources Center (University of Michigan) Films and Videotapes, 1930s and 1948-1987","types",0
"Museum of Anthropological Archaeology (University of Michigan) Records, 1894-2011","types",0
"Myron E. Wegman Papers, 1939-2004","types",0
"Netzorg Family Papers, late 1880s-2012","types",0
"News and Information Services (University of Michigan) records, 1900-[ongoing]","types",1
"Owen A. Tomlinson papers, 1899-1920","types",0
"Philip A. Hart Papers","types",1
"Richard Nims papers, 1880s-1990s","types",0
"Richard Schneidewind papers, 1899-1914","types",0
"Robert D. Aldrich Collection","types",0
"Sligh Family Papers","types",0
"Stanley M. Swinton papers, 1935-1985","types",0
"the Albert Kahn Associates records, 1825-2014","types",0
"the Barbara Bassett McIver papers","types",0
"the Edward Nicholas and Dollie Ann Cole papers","types",0
"the Grant Kohn Goodman research files","types",0
"the Harold Dunbar Corbusier papers, 1883-1979","types",0
"Theodore H. Hubbell Papers","types",0
"Thomas Francis Papers","types",0
"University Herbarium (University of Michigan) Records, 1744-1745, 1851-1981, and 2001-2014","types",1
"Walker Lee Cisler Papers","types",0
"Walter W. Marquardt Papers, 1896-1952","types",0
"Wilfred B. Shaw Papers","types",0
"Wright family papers, 1825-1938","types",0
"WUOM Records, 1914-1982","types",0
"American Citizens for Justice records","Types",0
"Arthur H. Vandenberg Papers, 1884-1974","Types",0
"Arthur J. Lacy Papers","Types",0
"Blanchard Family Papers, ca. 1835-ca. 2000","Types",0
"Charles A. Sink Papers, 1900-1996","Types",0
"Charles W. Lane papers, 1935-1997","Types",0
"Chase S. Osborn Papers","Types",0
"David Wheeler Palmer and family papers, 1807-1982","Types",0
"Dean C. Worcester Papers","Types",0
"Department of Afroamerican and African Studies (University of Michigan) records, 1966-2010 (bulk 1970-1994)","Types",0
"Department of History (University of Michigan) Senior Honors Theses","Types",0
"Dept. of History (University of Michigan) Student Papers, 1930-1987","Types",0
"Donald Maxwell Matthews photographs, 1924-1982","Types",0
"Earl D. Babst papers, 1899-1967","Types",0
"Edmond DeVine papers","Types",0
"Edward Gajec Papers","Types",0
"Eleanor M. Bumgardner papers, 1919-1967","Types",0
"Ethnic and Cultural Communities of Michigan Web Archive, 2010-2014","Types",0
"Eugene Gressman papers, 1935-1967","Types",0
"Frank Murphy Papers, 1908-1949","Types",0
"Frank R. Kennedy Papers","Types",0
"Fred E. Benz motion picture collection, 1929-1950","Types",0
"George A. Malcolm papers, 1896-1965","Types",0
"George E. Bushnell papers, 1921-1965","Types",0
"George Owen Squier Papers, 1883-1934","Types",0
"Grant Kohn Goodman papers, 1943-1995","Types",0
"Harry Burns Hutchins papers","Types",0
"Harry H. Bandholtz Papers, 1890-1937 (Microfilm Edition)","Types",0
"Hinsdale family papers, 1857-1963","Types",0
"Hubbell Family Papers, 1859-1983","Types",0
"Interlochen Center for The Arts Records, 1927-2005","Types",0
"Irene Ellis Murphy papers, 1917-1984","Types",0
"Ivan F. Duff papers, 1947-1994","Types",0
"Jacob Ellsworth Reighard Papers","Types",0
"James J. Blanchard Papers, 1982-2002","Types",0
"John A. Bobb Camp No. 45 (United Spanish War Veterans) records, 1919-1954","Types",0
"John C. Early Papers","Types",0
"John D. Dingell Papers","Types",0
"Joseph Beal Steere Papers","Types",0
"Joseph Ralston Hayden Papers","Types",0
"Joseph Ralston Hayden Papers, 1899-1945 [microfilm]","Types",0
"Josephine Fellows Gomon papers, 1913-1975","Types",0
"Junius E. Beal Papers","Types",0
"Luce Philippine Project interviews, 1975-1980","Types",0
"Manuel Luis Quezon papers, 1909-1944","Types",0
"Marion L. Burton Papers","Types",0
"Media Resources Center (University of Michigan) Films and Videotapes, 1930s and 1948-1987","Types",0
"Museum of Anthropological Archaeology (University of Michigan) Records, 1894-2011","Types",0
"Myron E. Wegman Papers, 1939-2004","Types",0
"Netzorg Family Papers, late 1880s-2012","Types",0
"News and Information Services (University of Michigan) records, 1900-[ongoing]","Types",0
"Owen A. Tomlinson papers, 1899-1920","Types",0
"Philip A. Hart Papers","Types",0
"Richard Nims papers, 1880s-1990s","Types",0
"Richard Schneidewind papers, 1899-1914","Types",0
"Robert D. Aldrich Collection","Types",0
"Sligh Family Papers","Types",0
"Stanley M. Swinton papers, 1935-1985","Types",0
"the Albert Kahn Associates records, 1825-2014","Types",0
"the Barbara Bassett McIver papers","Types",0
