Term,Occurrence (ead_ID),Tag,Collection,Context
Copper,umich-bhl-2018025,bioghist,the John P. Murphy collection,"Over the following decades, the discovery of copper and iron deposits in the region spurred the development of enormous mining operations while its forests supported a sizeable lumber industry."
Copper,umich-bhl-2018025,bioghist,the John P. Murphy collection,"Marie, Mackinac Island, lumber camps, and the iron and copper mines."
Copper,umich-bhl-2018025,subjects,the John P. Murphy collection,Accidents.; Boat and ship industry.; Buildings.; Camps.; Canals.; Canoes.; Carts and wagons.; Cemeteries.; Children and adults.; Construction.; Copper mining.; Dwellings.; Fires.; Fishing.; Forts and fortifications.; Hunting.; Indians of North America; Iron mining.; Lumber industry.; Mills.; Miners.; Mining.; Nature.; Ojibwa Indians.; Recreation.
Copper,umich-bhl-2018025,corpnames,the John P. Murphy collection,Oliver Iron Mining Company.; White Pine Copper Company.
Copper,umich-bhl-851588,abstract,"George Johnston letterbook, 1832-1860","Letters relating to his work among the Indians, also including descriptions of Michigan's copper deposits and of Johnston's efforts to exploit the area's natural resources."
Copper,umich-bhl-92745,geognames,"Ed Beach photographs, 1931-1948","Acme (Mich.); Ada (Mich.); Adrian (Mich.); Alberta (Mich.); Albion (Calhoun County, Mich.); Allegan (Mich.); Allen (Mich.); Alma (Mich.); Alpena (Mich.); Ann Arbor (Mich.); Athens (Mich.); Atlas (Mich.); Bad Axe (Mich.); Baldwin (Mich.); Battle Creek (Mich.); Bay City (Mich.); Belding (Mich.); Benton Harbor (Mich.); Bessemer (Mich.); Beulah (Mich.); Big Rapids (Mich.); Birmingham (Mich.); Blaney Park (Mich.); Brighton (Mich.); Burns (Mich.); Byron (Mich.); Cadillac (Mich.); Calumet (Mich.); Cambridge Junction (Mich.); Capac (Mich.); Cass City (Mich.); Cassopolis (Mich.); Centreville (Mich.); Charlotte (Mich.); Charlevoix (Mich.); Cheboygan (Mich.); Chelsea (Mich.); Chesaning (Mich.); Clarenceville (Farmington Hills, Mich.); Climax (Mich.); Clinton (Lenawee County, Mich.); Cohoctah (Mich.); Coldwater (Mich.); Constantine (Mich.); Copper Harbor (Mich.); Corunna (Mich.); Cross Village (Mich.); Croton (Mich.); Crystal Falls (Mich.); Dearborn (Mich.); Deer Creek (Mich.); Delhi (Mich.); Delta Township (Mich.); Detroit (Mich.); Dexter (Mich.); Dimondale (Mich.); Dowagiac (Mich.); Dryden (Mich.); Dukes (Mich.); Dundee (Mich.); Dunsville (Mich.); Duplain (Mich.); Durand (Mich.); Eagle Harbor (Mich.); Eagle River (Mich.); East Lansing (Mich.); East Tawas (Mich.); Eaton Rapids (Mich.); Edenville (Mich.); Elsie (Mich.); Escanaba (Mich.); Esrey Park (Mich.); Farmington (Mich.); Flat Rock (Mich.); Flint (Mich.); Fort Wilkins (Mich.); Fowlerville (Mich.); Frankfort (Mich.); Fruitport (Mich.); Galesburg (Mich.); Gladwin (Mich.); Glen Eden Park (Mich.); Glen Lake (Leelanau County, Mich.); Goodrich (Mich.); Grand Haven (Mich.); Grand Ledge (Mich.); Grand Rapids (Mich.); Grayling (Mich.); Green Oak (Mich.); Greenville (Mich.); Grindstone City (Mich.); Grosse Ile (Mich.); Hamburg (Mich.); Harbor Beach (Mich.); Harrison (Mich.); Harrisville (Mich.); Hart (Mich.); Hartland (Mich.); Hartwick Pines State Park (Mich.); Hastings (Mich.); Hell (Mich.); Hersey (Mich.); Hillsdale (Mich.); Holland (Mich.); Homer (Mich.); Horton (Mich.); Houghton (Mich.); Howell (Mich.); Hubbell (Mich.); Hudson (Mich.); Hudson Mills (Mich.); Huron City (Mich.); Ionia (Mich.); Iosco (Mich."
Copper,umich-bhl-93347,geognames,"Postcard collection, 1890s-[ongoing]","Ada (Mich.); Addison (Mich.); Adrian (Mich.); Ahmeek (Mich.); Akron (Mich.); Alba (Mich.); Albion (Calhoun County, Mich.); Alcona (Mich.); Alden (Mich.); Algonac (Mich.); Allegan (Mich.); Allendale (Mich.); Alma (Mich.); Alpena (Mich.); Ann Arbor (Mich.); Arcadia (Mich.); Askel (Mich.); Atlanta (Mich.); Au Sable River (Mich.); Au Train (Mich.); Auburn (Mich.); Augusta (Mich.); Bad Axe (Mich.); Baldwin (Mich.); Bangor (Mich.); Baraga (Mich.); Barron Lake (Mich.); Base Line Lake (Mich.); Battle Creek (Mich.); Bay City (Mich.); Bay View (Mich.); Beaver Island (Mich.); Beaverton (Mich.); Belding (Mich.); Bellaire (Mich.); Belleville (Mich.); Bellevue (Mich.); Bendon (Mich.); Benton Harbor (Mich.); Benzonia (Mich.); Berrien Springs (Mich.); Beulah (Mich.); Big Rapids (Mich.); Birmingham (Mich.); Blaney Park (Mich.); Blissfield (Mich.); Bloomfield Hills (Mich.); Bloomingdale (Mich.); Boblo Island Amusement Park (Ont.); Boyne City (Mich.); Boyne Falls (Mich.); Brevort (Mich.); Brighton (Mich.); Brooklyn (Mich.); Brown City (Mich.); Brutus (Mich.); Buchanan (Mich.); Buckley (Mich.); Bunker Hill (Mich.); Burt Lake (Mich.); Byron (Mich.); Cadillac (Mich.); Calcite (Mich.); Calderwood (Mich.); Caledonia (Mich.); Calumet (Mich.); Caro (Mich.); Capac (Mich.); Carp Lake (Mich.); Carson City (Mich.); Carsonville (Mich.); Caseville (Mich.); Casnovia (Mich.); Cass City (Mich.); Cassopolis (Mich.); Cedar (Mich.); Cedar Springs (Mich.); Cedarville (Mich.); Cement City (Mich.); Central Lake (Mich.); Centreville (Mich.); Charlevoix (Mich.); Charlotte (Mich.); Cheboygan (Mich.); Chelsea (Mich.); Chesaning (Mich.); Chippewa Lake (Mich.); Clare (Mich.); Clarklake (Mich.); Clarkston (Mich.); Clifton (Mich.); Clinton (Mich.); Clio (Mich.); Cloverdale (Mich.); Clyde (Mich.); Cohoctah (Mich.); Coldwater (Mich.); Coleman (Mich.); Coloma (Mich.); Colon (Mich.); Columbiaville (Mich.); Concord (Mich.); Constantine (Mich.); Conway (Mich.); Coopersville (Mich.); Copemish (Mich.); Copper Harbor (Mich.); Corunna (Mich.); Coryell (Mich.); Crooked River (Mich.); Cross Village (Mich.); Croswell (Mich.); Croton (Mich.); Crystal (Mich.); Crystal Falls (Mich.); Crystal Lake (Mich."
Copper,umich-bhl-8821,subjects,"Dept. of History (University of Michigan) Student Papers, 1930-1987","Academic freedom.; Actresses.; African Americans; Ann Arbor argus.; Mayors; Automobile industry and trade; Birth control.; British Americans; Canals.; Civil service.; Communist college teachers.; Congregational churches.; Conservation of natural resources; Copper mines and mining; Cornish; Demography.; Depressions; Depressions; Detroit gazette.; Schools; Drama.; Dutch Americans; Education; Elections; Elections; Elections; Elections; Elections; Elections; Elections; Family.; Farm life; Folklore.; Football; Forests and forestry; Frontier and pioneer life; Furniture industry and trade; Gazetteer of the state of Michigan.; German Americans; Good Roads Movement.; Grape industry.; Greek letter societies; Hazing; Indians of North America; Industries; American newspapers; Insurance; Iosco County gazette.; Kindergarten.; Labor; Legislation; Libel and slander.; Libraries; Logging; Lumberman's Memorial (Iosco County, Mich.); Lyceums; Medicine; Mennonites; Michigan daily.; Migration, Internal.; Missions; Missionaries; Municipal government; Music; American newspapers; Schools; Ojibwa Indians.; Peace; Police; Prisons; Progressivism (United States politics); Prohibition; Public lands; Public welfare; Railroads; Reconstruction (U.S. history, 1865-1877); Resorts; Roads; Plank roads; Royal Oak daily tribune.; Schools; Shipping; Antislavery movements; Steel industry and trade; Strikes and lockouts; Taxation; Theaters; Transportation; Universities and colleges; Water power.; Western Methodist Protestant.; Women; Women; Women's rights; Young Men's Christian Associations.; Spanish-American War, 1898.; Mexican War, 1846-1848.; World War, 1914-1918; World War, 1914-1918; Women college students; World War, 1939-1945."
Copper,umich-bhl-92456,geognames,"Penrod/Hiawatha Company Postcard Collection, 1950s-2017","Ada (Mich.); Adrian (Mich.); Albion (Calhoun County, Mich.); Algonac (Mich.); Allen Park (Mich.); Allendale (Mich.); Alma (Mich.); Aloha State Park (Mich.); Alpena (Mich.); Ann Arbor (Mich.); Arcadia (Mich.); Askel (Mich.); Athens (Mich.); Au Sable River (Mich.); Baldwin (Mich.); Battle Creek (Mich.); Bay City (Mich.); Bear Lake (Mich.); Beaver Island (Mich.); Bellaire (Mich.); Belle Isle (Detroit, Mich.); Benton Harbor (Mich.); Benzie State Park (Mich.); Benzonia (Mich.); Berrien Springs (Mich.); Bessemer (Mich.); Bete Grise (Mich.); Beulah (Mich.); Big Bay (Mich.); Big Rapids (Mich.); Birmingham (Mich.); Bloomfield Hills (Mich.); Bob-Lo Amusement Park (Ont.); Boyne City (Mich.); Brighton (Mich.); Brimley (Mich.); Brockway Mountain (Mich.); Buchanan (Mich.); Burt Lake State Park (Mich.); Cadillac (Mich.); Calumet (Mich.); Caro (Mich.); Cassopolis (Mich.); Cedar River (Mich.); Cedar Springs (Mich.); Cedarville (Mich.); Centreville (Mich.); Charlevoix (Mich.); Cheboygan (Mich.); Chelsea (Mich.); Christmas (Mich.); Clare (Mich.); Clinton (Lenawee County, Mich.); Coldwater (Mich.); Coloma (Mich.); Colon (Mich.); Copper Harbor (Mich.); Croton (Mich.); Crystal Falls (Mich.); Curtis (Mich.); De Tour Village (Mich.); Dearborn (Mich.); Decatur (Mich.); Detroit (Mich.); Dexter (Mich.); Dowagiac (Mich.); Drummond Island (Mich.); Dundee (Mich.); Durand (Mich.); Eagle Harbor (Mich.); East Lansing (Mich.); East Tawas (Mich.); Eaton Rapids (Mich.); Elk Rapids (Mich.); Escanaba (Mich.); Fayette (Mich.); Flint (Mich.); Fort Wilkins (Mich.); Frankenmuth (Mich.); Frankfort (Mich.); Franklin (Mich.); Freeland (Mich.); Fremont (Mich.); Gaylord (Mich.); Gladstone (Mich.); Glen Arbor (Mich.); Glen Haven (Mich.); Glennie (Mich.); Good Hart (Mich.); Grand Haven (Mich.); Grand Marais (Mich.); Grand Rapids (Mich.); Grand Traverse Bay (Mich.); Grayling (Mich.); Greenville (Mich.); Grosse Pointe (Mich.); Gull Lake (Mich.); Gwinn (Mich.); Hamtramck (Mich.); Hancock (Mich.); Harbor Springs (Mich.); Hardy Dam (Mich.); Harper Woods (Mich.); Harrison (Mich.); Hartwick Pines State Park (Mich.); Hastings (Mich.); Hell (Mich.); Hessel (Mich.); Hiawatha National Forest (Mich.); Higgins Lake (Mich.); Highland Park (Mich.); Hillsdale (Mich.); P.J. Hoffmaster State Park (Mich.); Holland (Mich.); Honor (Mich.); Houghton (Mich.); Houghton Lake (Mich.); Indian River (Mich.); Interlochen (Mich.); Interlochen State Park (Mich.); Ionia (Mich.); Irish Hills (Mich.); Iron Mountain (Mich.); Iron River (Mich.); Ironton (Mich.); Ironwood (Mich.); Ishpeming (Mich.); Isle Royale (Mich.); Jackson (Mich.); Kalamazoo (Mich.); Kalkaska (Mich.); Kewadin (Mich.); Lac La Belle (Mich.); Lake Ann (Mich.); Lake City (Mich.); Lake Leelanau (Mich.); L'Anse (Mich.); Lansing (Mich.); Leland (Mich.); Les Cheneaux Islands (Mich.); Lincoln Park (Mich.); Little Girl's Point (Mich.); Little Traverse Bay (Mich.); Livonia (Mich.); Lowell (Mich.); Ludington (Mich.); Ludington State Park (Mich.); Mackinac, Straits of (Mich.); Mackinac Bridge (Mich.); Mackinac Island (Mich.); Mackinac Island (Mich.); Mackinaw City (Mich.); Manistee (Mich.); Manistique (Mich.); Marinette (Wis.); Marion (Mich.); Marquette (Mich.); Mason (Mich.); Mears (Mich.); Menominee (Mich.); Mesick (Mich.); Midland (Mich.); Milford (Mich.); Mio (Mich.); Mitchell State Park (Mich.); Monroe (Mich.); Montague (Mich.); Mount Clemens (Mich.); Mount Pleasant (Mich.); Munising (Mich.); Muskegon (Mich.); Muskegon State Park (Mich.); Naubinway (Mich.); New Buffalo (Mich.); Newaygo (Mich.); Newberry (Mich.); Niles (Mich.); Northport (Mich.); Northville (Mich.); Old Mill Creek State Park (Mich.); Old Mission Point (Mich.); Omena (Mich.); Onekama (Mich.); Orchard Beach State Park (Mich.); Oscoda (Mich.); Otsego Lake State Park (Mich.); Owosso (Mich.); Paradise (Mich.); Paulding (Mich.); Paw Paw (Mich.); Pentwater (Mich.); Peshawbestown (Mich.); Petoskey (Mich.); Petoskey State Park (Mich.); Pictured Rocks National Lakeshore (Mich.); Plymouth (Mich.); Pontiac (Mich.); Porcupine Mountains State Park (Mich.); Port Huron (Mich.); Prudenville (Mich.); Rapid River (Mich.); Reed City (Mich.); Rochester (Mich.); Rockford (Mich.); Rogers City (Mich.); Romulus (Mich.); Roscommon (Mich.); Roseville (Mich.); Royal Oak (Mich.); Saginaw (Mich.); Saint Clair (Mich.); Saint Ignace (Mich.); Saint Johns (Mich.); Saint Joseph (Mich.); Saugatuck (Mich.); Sault Sainte Marie (Mich.); Scottville (Mich.); Seney National Wildlife Refuge (Mich.); Silver Lake (Oceana County, Mich.); Sister Lakes (Mich.); Sleeping Bear Dunes National Lakeshore (Mich.); South Haven (Mich.); South Manitou Island (Mich.); Southfield (Mich.); Spring Lake (Mich.); Sterling Heights (Mich.); Stony Lake (Mich.); Sturgeon Point (Alcona County, Mich.); Sturgis (Mich.); Suttons Bay (Mich.); Upper Falls (Luce County, Mich.); Lower Falls (Chippewa County, Mich.); Tahquamenon River (Mich.); Tawas Bay (Mich.); Tawas Point State Park (Mich.); Taylor (Mich.); Tecumseh (Mich.); Three Rivers (Mich.); Torch Lake (Mich.); Tourism.; Traverse City (Mich.); Trenton (Mich.); Troy (Mich.); Union Pier (Mich.); Vandalia (Mich.); Wakefield (Mich.); Walloon Lake (Mich.); Warren (Mich.); Warren Dunes State Park (Mich.); West Branch (Mich.); Westland (Mich.); White Cloud (Mich.); Whitefish Point (Mich.); Whitehall (Mich.); Yankee Springs Recreation Area (Mich.); Ypsilanti (Mich.)"
Copper,umich-bhl-851588,subjects,"George Johnston letterbook, 1832-1860",Ojibwa Indians; Copper; Indians of North America; Natural resources.
Copper,umich-bhl-8622,bioghist,"Spalding Family Papers, 1808-1910","She remained at the Soo for most of the rest of her life with the exception of brief stays in the Marquette Iron (1864-1865) and Keweenaw copper (1866-1868) regions of Michigan, in Ruffin, North Carolina (1864-1865) and Keweenaw copper (1866-1868) regions of Michigan, in Ruffin, North Carolina (1869-1874), and at her son's home in Luverne, Rock County, Minnesota (1908-1910)."
Copper,umich-bhl-851638,bioghist,"Lucius L. Hubbard Papers, 1871-1935","After leaving the geological survey, he then became general manager of the Copper Range Mining Co. and the Champion Copper Co., and afterwards was president of the Ojibway Mining Co. From 1905 to 1917 he was a member of the board of control of the Michigan College of Mines."
Copper,umich-bhl-8622,bioghist,"Spalding Family Papers, 1808-1910","Born at Eagle Harbor in the Copper Country of Michigan, he spent most of his early years at the Soo."
Copper,umich-bhl-851637,bioghist,"Bela Hubbard papers, 1837-1893",Also in 1846 Hubbard edited and published with William Burt a report on the copper region based on Houghton's notes from his 1845 survey.
Copper,umich-bhl-2009196,subjects,Michigan Historical Collections topical photograph collection,"Architecture.; Automobile industry.; Automobiles.; Baseball.; Bathing suits.; Bridges; Buses.; Cadillac (Mich.); Camping.; Cargo ships.; Carriages and coaches.; Carts and wagons.; Chauffeurs.; Children.; Children's clothing and dress.; Churches; Clothing and dress; Cookery.; Copper mining; Cutover lands.; Dams; Danish Americans.; Deer hunting.; Diving.; Dwellings; Eating and drinking.; Electric railroads.; Emigration and immigration.; Ethnic groups.; Families.; Farms.; Ferries.; Finnish Americans.; Forestry.; Forests; Funeral rites and ceremonies.; General stores; German Americans.; Harbors; Historical markers; Horses.; Hunting; Indians of North America; Iron mining.; Laborers.; Living rooms; Logs.; Lumber industry.; Lumber industry; Military camps.; Military life.; Military maneuvers.; Military officers.; Military parades and ceremonies.; Miners.; Mining.; Musical instruments.; Offices; Ox teams.; Parades &amp; processions.; Parties.; Physicians; Pianos.; Polish Americans.; Port Huron (Mich.); Port Huron (Mich.); Railroad accidents.; Railroad employees.; Railroad facilities.; Railroad locomotives.; Railroads; Shay (Steam locomotive); Ship accidents.; Shipping; Skid roads.; Sleds and sleighs.; Soldiers; Spanish-American War, 1898.; Sports.; Steamboats.; Street-railroads; Street-railroads; Street-railroads; Street-railroads; Streets; Streets; Streets; Streets; Swimming.; Winter.; Women.; Woodcutting.; Ypsilanti (Mich.)"
